journal,title,year,nchar,is_empty,is_abstract,r_did,r_rdd,r_internet,r_ols,r_arch,r_natexp,r_financialcrisis,r_identification,r_data,r_bigdata,r_admin,r_ml,r_python
Journal of Agricultural and Resource Economics,Actual versus Stated Willingness to Pay: A Comment,1997,40503,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Economic Discovery in Federally Supported Irrigation Districts: A Tribute to William E. Martin and Friends,1997,41918,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,"Agriculture to Instream Water Transfers under Uncertain Water Availability: A Case Study of the Deschutes River, Oregon",1997,43081,False,False,0,0,0,1,0,0,0,1,40,0,0,0,0
Journal of Agricultural and Resource Economics,Panel Estimators to Combine Revealed and Stated Preference Dichotomous Choice Data,1997,49135,False,False,0,0,0,4,0,0,0,0,9,0,0,0,0
Journal of Agricultural and Resource Economics,Farmers' Preferences for Crop Contracts,1997,49776,False,False,0,0,0,3,0,0,0,0,16,0,0,0,0
Journal of Agricultural and Resource Economics,The Impact of Technological Change on a Competitive Industry,1997,10207,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,"Abstracts of Invited Papers, WAEA Annual Meetings",1997,37700,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Contingent Valuation of Rural Tourism Development with Tests of Scope and Mode Stability,1997,49564,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,"Cotton Cultivar, Planting, Irrigating, and Harvesting Decisions under Risk",1997,40769,False,False,0,0,0,0,0,0,0,0,11,0,0,0,0
Journal of Agricultural and Resource Economics,Congressional Voting on Farm Payment Limitations: Political Pressure of Ideological Conviction?,1997,56480,False,False,0,0,0,0,0,0,0,0,35,0,0,0,0
Journal of Agricultural and Resource Economics,Japanese Demand for Wheat Protein Quantity and Quality,1997,41000,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,A Method for Measuring Returns to Nonprice Export Promotion with Application to Almonds,1997,31025,False,False,0,0,0,1,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,Testing Market Equilibrium: Is Cointegration Informative?,1997,57782,False,False,0,0,0,0,0,0,0,0,11,0,0,0,0
Journal of Agricultural and Resource Economics,The Role of Soil Test Information in Reducing Groundwater Pollution,1998,50465,False,False,0,0,0,0,0,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,An Economic Analysis of Ozone Control in California's San Joaquin Valley,1998,40661,False,False,0,0,0,0,0,0,0,0,19,0,0,0,0
Journal of Agricultural and Resource Economics,Capital Adjustment in U.S. Agriculture and Food Processing: A Cross-Sectoral Model,1998,42473,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Optimal Choice of Generic Milk Advertising Expenditures by Media Outlet,1998,49137,False,False,0,0,0,0,0,0,0,0,35,0,0,0,0
Journal of Agricultural and Resource Economics,Water Management Policies for Streamflow Augmentation in an Irrigated River Basin,1998,49917,False,False,0,0,0,0,0,0,0,0,28,0,0,0,0
Journal of Agricultural and Resource Economics,Experimental Simulation of Public Information Impacts on Price Discovery and Marketing Efficiency in the Fed Cattle Market,1998,38678,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Trade Liberalization and Japanese Agricultural Import Policies,1998,55560,False,False,0,0,0,0,0,0,0,1,6,0,0,0,0
Journal of Agricultural and Resource Economics,Evaluating the Effectiveness of Conservation Water-Pricing Programs,1998,31265,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Journal of Agricultural and Resource Economics,Welfare Effects of Agricultural Trading Blocs: The Simulation of a North American Customs Union,1998,55452,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,The Effects of Water Rights and Irrigation Technology on Streamflow Augmentation Cost in the Snake River Basin,1998,50474,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Journal of Agricultural and Resource Economics,Technical Barriers to Trade: A Case Study of Phytosanitary Barriers and U.S.-Japanese Apple Trade,1998,54434,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Journal of Agricultural and Resource Economics,Forward Shipping Options for Grain by Rail: A Strategic Risk Analysis,1998,6175,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Evaluating the Effectiveness of Conservation Water-Pricing Programs: Comment,1998,47320,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,Contracting for Nonpoint-Source Pollution Abatement,1998,43584,False,False,0,0,0,1,0,0,0,1,9,0,0,0,0
Journal of Agricultural and Resource Economics,Informational Effects of Nutrient Intake Determinants on Cholesterol Consumption,1998,53523,False,False,0,0,0,2,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Evaluation of Extension and USDA Price and Production Forecasts,1998,71852,False,False,0,0,0,0,0,0,0,0,34,0,0,0,0
Journal of Agricultural and Resource Economics,Economic and Environmental Feasibility of Variable Rate Nitrogen Fertilizer Application with Carry-Over Effects,1998,60259,False,False,0,0,0,0,0,0,0,0,28,0,0,0,0
Journal of Agricultural and Resource Economics,Impacts from Captive Supplies on Fed Cattle Transaction Prices,1998,29008,False,False,0,0,0,0,0,0,0,0,20,0,0,0,0
Journal of Agricultural and Resource Economics,A Note on Dealing with Poultry in Demand Analysis,1998,2950,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Evaluating the Effectiveness of Conservation Water-Pricing Programs: Reply,1998,38125,False,False,0,0,0,0,0,0,0,0,23,0,0,0,0
Journal of Agricultural and Resource Economics,Externalities from Roaming Livestock: Explaining the Demise of the Open Range,1998,45151,False,False,0,0,0,0,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Impacts of Sociodemographic Variables on the Implicit Values of Breakfast Cereal Characteristics,1998,53555,False,False,0,0,0,0,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,The Effect of Stochastic Irrigation Demands and Surface Water Supplies on On-Farm Water Management,1998,36544,False,False,0,0,4,0,0,0,0,0,8,0,0,0,0
Journal of Agricultural and Resource Economics,Perceptions of Marketing Strategies: Producers versus Extension Economists,1998,44863,False,False,0,0,0,2,0,0,0,0,25,0,0,0,0
Journal of Agricultural and Resource Economics,Futures-Based Price Forecasts for Agricultural Producers and Businesses,1998,32551,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Do All the Resource Problems in the West Begin in the East?,1998,44497,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Journal of Agricultural and Resource Economics,Moving from Uniform to Variable Fertilizer Rates on Iowa Corn: Effects on Rates and Returns,1998,50469,False,False,0,0,0,0,0,0,0,0,22,0,0,0,0
Journal of Agricultural and Resource Economics,On Choosing a Base Coverage Level for Multiple Peril Crop Insurance Contracts,1998,58858,False,False,0,0,0,0,0,0,0,0,11,0,0,0,0
Journal of Agricultural and Resource Economics,An Analysis of On-Farm Costs of Timing N Applications to Reduce N Losses,1998,53472,False,False,0,0,0,0,0,0,0,1,15,0,0,0,0
Journal of Agricultural and Resource Economics,"Crossing the Next Meridian: The Economics of Rural-Urban Interdependence, Institutions, and Income Distribution in the American West",1998,38790,False,False,0,0,0,3,0,0,0,0,34,0,0,0,0
Journal of Agricultural and Resource Economics,Competition for U.S. Hard Wheat Characteristics,1998,37467,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Journal of Agricultural and Resource Economics,Economic and Hydrologic Implications of Suspending Irrigation in Dry Years,1998,44108,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Journal of Agricultural and Resource Economics,Consumers' Valuation of Insecticide Use Restrictions: An Application to Apples,1998,22352,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Journal of Agricultural and Resource Economics,An Economic Threshold for Tick Control considering Multiple Damages and Probability-Based Damage Functions,1998,25951,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Journal of Agricultural and Resource Economics,Trends in the Accuracy of USDA Production Forecasts for Beef and Pork,1998,33481,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,Market and Welfare Effects of Livestock Feed Subsidies in Southeastern New Mexico,1998,50683,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Journal of Agricultural and Resource Economics,Dynamic Complementarity in Export Promotion: The Market Access Program in Fruits and Vegetables,1998,37688,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Economic Analysis of Phosphorus-Reducing Technologies in Pork Production,1998,57837,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Essays in Economic and Business History,“CATHOLICITY AND CIVILIZATION”: CATHOLICS AND THE CAPITALIST ETHIC IN NINETEENTH-CENTURY AMERICA,1999,38186,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,DEVELOPMENT OF THE ACCOUNTING PROFESSION IN MARYLAND (ABSTRACT),1999,1277,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,DOWNSIZING TO CORPORATE ANOREXIA WHILE DISMANTLING THE MIDDLE CLASS: ARE WE IN DANGER OF RECREATING THE 1920S?,1999,21211,False,False,1,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"LOSING BATTLES AND WINNING WARS: FRANKLIN ROOSEVELT AND THE FIGHT TO TRANSFORM THE SUPREME COURT, 1937 - 1941",1999,53015,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"THE BUSINESS OF WELLNESS: THE HEALTH INSURANCE INDUSTRY’S RESPONSE TO PUBLIC HEALTH CAMPAIGNS, 1960-1990",1999,34167,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Essays in Economic and Business History,PEASANT ECONOMIC CALCULATION AND THE HOUSEHOLD ECONOMY IN IMPERIAL GERMANY,1999,39002,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"PRODUCT INNOVATION AND THE GROWTH OF THE LARGE FIRM: THE CASE OF AIR LIQUIDE, 1902-1930",1999,40948,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,CARTELS OR FAIR COMPETITION? THE ECONOMICS OF THE NATIONAL INDUSTRIAL RECOVERY ACT,1999,39716,False,False,0,0,0,1,0,0,0,0,18,0,0,0,0
Essays in Economic and Business History,"TRANSATLANTIC SHIPPING CARTELS AND MIGRATION BETWEEN EUROPE AND AMERICA, 1880-1914",1999,64061,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Essays in Economic and Business History,DIRECT WORKER OWNERSHIP: THE RUSSIAN FORMULA FOR ECONOMIC REFORM (1984-1994) (ABSTRACT),1999,1023,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,THE ECONOMICS OF THE UNION DRAFT: INSTITUTIONAL FAILURE AND GOVERNMENT MANIPULATION OF THE LABOR MARKET DURING THE CIVIL WAR,1999,54609,False,False,0,0,0,2,0,0,0,0,5,0,0,0,0
Essays in Economic and Business History,"PRODUCT DESIGN CHOICES IN AMERICAN CAPITAL GOODS INDUSTRIES, 1850 - 1925",1999,55026,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Essays in Economic and Business History,BETWEEN COERCION AND COOPERATION: THE FLICK CONCERN IN NAZI GERMANY BEFORE THE WAR,1999,40281,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"MARKET TOURS, PEDDLER RECEIPTS AND THE SHOPKEEPER GRAPE VINE: AN IMPORT WHOLESALER’S ATTEMPTS TO GAUGE RURAL, AFRICAN CONSUMER DEMAND IN EARLY COLONIAL NORTHWESTERN TANZANIA",1999,54092,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Essays in Economic and Business History,NEW EVIDENCE FOR AN INFRASTRUCTURAL INVESTMENT CYCLE (ABSTRACT),1999,1458,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,"“CANARIES IN THE COAL MINE:” THE DEINDUSTRIALIZATION OF NEW ENGLAND AND THE RISE OF THE GLOBAL ECONOMY, 1923-1975",1999,46948,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,INSTITUTIONAL COMPETITION: A NEW THEORETICAL CONCEPT FOR ECONOMIC HISTORY,1999,42708,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,“NOW HAWAII IS ONLY HOURS AWAY!:” THE AIRLINES ALTER TOURISM,1999,45806,False,False,0,0,0,0,0,0,0,0,12,0,0,0,0
Journal of Agricultural and Resource Economics,"Consumer Preferences for Food Safety Attributes in Fresh Apples: Market Segments, Consumer Characteristics, and Marketing Opportunities",1999,45382,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Journal of Agricultural and Resource Economics,Dairy Deregulation and Low-Input Dairy Production: A Bioeconomic Evaluation,1999,37937,False,False,0,0,0,0,0,0,0,4,25,0,0,0,0
Journal of Agricultural and Resource Economics,Measuring the Degree of Oligopsony Power in the Beef Packing Industry in the Absence of Marketing Input Quantity Data,1999,53281,False,False,0,0,0,0,0,0,0,0,39,0,0,0,0
Journal of Agricultural and Resource Economics,"Market Demands for Bagged, Refrigerated Salads",1999,48024,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Journal of Agricultural and Resource Economics,Option Values for Provisions in Export Credit Guarantees,1999,50838,False,False,0,0,0,2,0,0,0,0,30,0,0,0,0
Journal of Agricultural and Resource Economics,Searching for Ratchet Effects in Agricultural Contracts,1999,65366,False,False,0,0,0,4,0,0,0,0,17,0,0,0,0
Journal of Agricultural and Resource Economics,A Strategic Rationale for Captive Supplies,1999,37104,False,False,0,0,0,0,0,0,0,0,37,0,0,0,0
Journal of Agricultural and Resource Economics,Testing Separability of Japanese Demand for Meat and Fish within Differential Demand Systems,1999,54189,False,False,0,0,0,0,0,0,0,0,7,0,0,0,0
Journal of Agricultural and Resource Economics,The Adoption and Diffusion of Level Fields and Basins,1999,40593,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Journal of Agricultural and Resource Economics,Cost-Share Incentives and Best Management Practices in a Pilot Water Quality Program,1999,39720,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Journal of Agricultural and Resource Economics,The Role of Agriculture in Oregon's Economic Base: Findings from a Social Accounting Matrix,1999,60891,False,False,0,0,0,0,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Production Structure and Trends in the U.S. Meat and Poultry Products Industries,1999,41929,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Journal of Agricultural and Resource Economics,A Group Incentive Contract to Promote Adoption of Best Management Practices,1999,31110,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Journal of Agricultural and Resource Economics,Trichotomous Choice: A Possible Solution to Dual Response Objectives in Dichotomous Choice Contingent Valuation Questions,1999,60724,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Journal of Agricultural and Resource Economics,"Abstracts of Selected Papers, WAEA Annual Meetings",1999,31513,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,A Linear Approximate Acreage Allocation Model,1999,68413,False,False,0,0,0,0,0,0,0,0,21,0,0,0,0
Journal of Agricultural and Resource Economics,Post-Harvest Grain Storing and Hedging with Efficient Futures,1999,4194,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,"Abstracts of Invited Papers, WAEA Annual Meetings",1999,47307,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Journal of Agricultural and Resource Economics,On the Economic Rationality of Market Participants: The Case of Expectations in the U.S. Pork Market,1999,47177,False,False,0,0,0,0,0,0,0,0,20,0,0,0,0
Journal of Agricultural and Resource Economics,Consumer Food Safety Concerns and Fresh Produce Consumption,1999,38307,False,False,0,0,1,0,0,0,0,0,45,0,0,0,0
Journal of Agricultural and Resource Economics,"Patents, R&D, and Market Structure in the U.S. Food Processing Industry",1999,30436,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Journal of Agricultural and Resource Economics,Irreversible Investment Decisions in Perennial Crops with Yield and Price Uncertainty,1999,41853,False,False,0,0,0,1,0,0,0,0,9,0,0,0,0
Journal of Agricultural and Resource Economics,Economic Factors Determining Changes in Dressed Weights of Live Cattle and Hogs,1999,42832,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Journal of Agricultural and Resource Economics,Market Signals in Value-Based Pricing Premiums and Discounts,1999,38369,False,False,0,0,0,2,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Advertising Traded Goods,1999,52904,False,False,0,0,0,5,0,0,0,0,55,0,0,0,0
Journal of Agricultural and Resource Economics,Demand for Herbicide in Corn: An Entropy Approach Using Micro-Level Data,1999,35380,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
